MDDate,MDTime,MDValidType,OrderIndex,OrderType,OrderPrice,OrderQty,OrderBSFlag,ApplSeqNum,OrderNO
20220704,95533840,None,2851874,2,143.13,500,2,4597149,3054318
20220704,95534650,None,2852563,2,117.88,213,2,4598364,3055105
20220704,95536080,None,2854267,2,117.88,467,2,4601170,3056917
20220704,95536420,None,2854604,2,117.82,400,1,4601664,3057253
20220704,95536540,None,2854712,2,117.82,400,1,4601836,3057361
20220704,95537710,None,2855685,2,117.15,1000,1,4603378,3058384
20220704,95537860,None,2855786,2,123.01,204,2,4603567,3058500
20220704,95538110,None,2856063,2,117.88,200,2,4604041,3058807
20220704,95540460,None,2857951,2,116.01,1000,1,4607008,3060838
20220704,95540860,None,2858273,2,117.85,200,1,4607584,3061205
20220704,95542130,None,2859571,10,117.88,200,2,4609923,3058807
20220704,95542500,None,2859921,2,117.28,258,1,4610514,3062986
20220704,95544570,None,2861739,10,118.04,370,2,4613596,3043827
20220704,95548330,None,2865324,2,117.92,529,2,4619633,3068708
20220704,95548390,None,2865379,2,117.88,231,2,4619718,3068772
20220704,95550090,None,2866743,2,117.62,300,1,4621965,3070272
20220704,95550610,None,2867530,2,115,600,1,4623080,3071024
20220704,95553000,None,2869933,2,117.88,483,2,4626952,3073435
20220704,95553030,None,2869963,10,117.62,300,1,4626998,3070272
20220704,95553290,None,2870314,2,117.82,200,1,4627585,3073863
20220704,95553420,None,2870436,2,119.33,200,2,4627765,3073972
20220704,95557180,None,2874185,2,117.82,118,2,4633761,3077644
20220704,95558120,None,2875046,2,117.81,216,2,4635114,3078474
20220704,95558170,None,2875091,10,123.05,978,2,4635180,590506
20220704,95558200,None,2875106,2,117.83,166,1,4635213,3078538
20220704,95558520,None,2875414,2,117.88,870,1,4635670,3078852
20220704,95559330,None,2876427,10,111.79,500,1,4637224,923454
20220704,95559540,None,2876644,10,118.49,239,2,4637564,3011386
20220704,95601070,None,2878286,2,117.91,800,1,4640249,3081870
20220704,95601240,None,2878435,10,118,2000,2,4640473,3044501
20220704,95601240,None,2878436,10,118,2000,2,4640474,3044502
20220704,95601240,None,2878437,10,118,1000,2,4640475,3044503
20220704,95601240,None,2878438,10,118.15,1020,2,4640476,3032993
20220704,95601240,None,2878439,10,118.15,1000,2,4640477,3032994
20220704,95601930,None,2879247,2,117.52,400,1,4641786,3082882
20220704,95602060,None,2879440,2,117.52,600,1,4642059,3083061
20220704,95602130,None,2879529,2,117.52,200,1,4642230,3083171
20220704,95602140,None,2879544,2,117.54,500,1,4642250,3083188
20220704,95602140,None,2879545,2,117.52,200,1,4642251,3083189
20220704,95602230,None,2879674,2,117.52,200,1,4642515,3083349
20220704,95602580,None,2880195,2,117,1889,1,4643323,3083881
20220704,95602790,None,2880541,2,117.55,400,1,4643853,3084154
20220704,95602850,None,2880609,2,117.55,400,1,4643984,3084228
20220704,95602970,None,2880782,2,117.55,400,1,4644278,3084397
20220704,95603020,None,2880848,2,117.55,400,1,4644393,3084461
20220704,95603050,None,2880920,10,128.97,549,2,4644499,393826
20220704,95603140,None,2881027,2,117.55,400,1,4644669,3084611
20220704,95603210,None,2881167,2,117.56,400,1,4644854,3084732
20220704,95603370,None,2881380,2,117.56,400,1,4645195,3084937
20220704,95604010,None,2882069,2,117.57,400,1,4646316,3085649
20220704,95604120,None,2882212,2,117.57,400,1,4646503,3085790
20220704,95604170,None,2882270,2,117.57,200,1,4646584,3085853
20220704,95604290,None,2882412,10,112.02,400,1,4646853,42993
20220704,95604310,None,2882435,2,117.57,200,1,4646890,3086095
20220704,95604330,None,2882465,10,117.52,200,1,4646933,3083349
20220704,95604380,None,2882514,2,117.92,200,2,4647034,3086190
20220704,95604380,None,2882517,2,117.57,200,1,4647038,3086194
20220704,95604490,None,2882645,2,117.58,200,1,4647225,3086330
20220704,95604720,None,2882991,2,117.58,200,1,4647767,3086649
20220704,95604810,None,2883163,10,113.55,300,1,4648016,215314
20220704,95604830,None,2883199,2,117.58,200,1,4648087,3086806
20220704,95604950,None,2883380,2,117.59,400,1,4648347,3086977
20220704,95605010,None,2883473,2,117.59,400,1,4648506,3087077
20220704,95605120,None,2883613,2,117.59,400,1,4648815,3087227
20220704,95605170,None,2883685,10,117.52,200,1,4648970,3083189
20220704,95605230,None,2883781,2,117.59,400,1,4649124,3087399
20220704,95605290,None,2883921,2,117.61,200,1,4649349,3087535
20220704,95605330,None,2883976,2,117.59,400,1,4649438,3087600
20220704,95605450,None,2884176,2,117.59,400,1,4649762,3087831
20220704,95605560,None,2884372,2,117.6,400,1,4650056,3088031
20220704,95605730,None,2884546,2,117.62,200,1,4650311,3088195
20220704,95605880,None,2884730,2,117.62,200,1,4650625,3088396
20220704,95605990,None,2884872,2,117.62,200,1,4650897,3088554
20220704,95606100,None,2885015,2,117.96,147,1,4651117,3088699
20220704,95606130,None,2885031,2,117.62,200,1,4651144,3088714
20220704,95606180,None,2885110,2,117.62,200,1,4651261,3088793
20220704,95606270,None,2885285,2,117.63,200,1,4651565,3088988
20220704,95606360,None,2885401,2,117.63,200,1,4651740,3089120
20220704,95606580,None,2885686,2,117.63,200,1,4652194,3089416
20220704,95606690,None,2885787,2,117.98,200,1,4652434,3089552
20220704,95606940,None,2886014,2,117.58,800,1,4652798,3089822
20220704,95607210,None,2886262,2,117.92,101,2,4653210,3090084
20220704,95607450,None,2886471,2,116.88,500,1,4653569,3090307
20220704,95608040,None,2887226,2,117.92,200,2,4654835,3091169
20220704,95608120,None,2887320,2,117.61,200,1,4654970,3091268
20220704,95608140,None,2887342,10,117.54,500,1,4655006,3083188
20220704,95608260,None,2887492,2,117.61,400,1,4655267,3091470
20220704,95609290,None,2888747,2,117.62,1000,1,4657578,3092879
20220704,95610400,None,2889822,2,118,232,1,4659242,3093945
20220704,95610820,None,2890280,2,117.64,2000,1,4660046,3094448
20220704,95611490,None,2891156,10,117.05,800,1,4661400,3006044
20220704,95611540,None,2891226,10,118.14,1700,2,4661511,3036276
20220704,95612410,None,2892088,2,117,200,1,4662772,3096187
20220704,95612980,None,2892545,2,118.32,5137,1,4663531,3096680
20220704,95613090,None,2892624,2,118.49,300,2,4663657,3096768
20220704,95614150,None,2893644,10,117.61,400,1,4665359,3091470
20220704,95614200,None,2893702,10,117.01,200,1,4665448,2866673
20220704,95614260,None,2893784,2,118.35,300,1,4665589,3098111
20220704,95614470,None,2894017,10,117.52,600,1,4665968,3083061
20220704,95614540,None,2894094,10,117.52,400,1,4666104,3082882
20220704,95615850,None,2895331,2,118.49,200,2,4668039,3099727
20220704,95616190,None,2895596,2,118.49,200,2,4668486,3100030
20220704,95616700,None,2896036,2,118.49,200,2,4669204,3100553
20220704,95617160,None,2896505,2,118.36,200,1,4670023,3101113
20220704,95617610,None,2896978,2,118.75,3737,1,4670918,3101698
20220704,95617660,None,2897016,10,117.55,400,1,4670976,3084154
20220704,95617830,None,2897189,2,118.37,200,1,4671247,3101916
20220704,95617880,None,2897242,10,117.55,400,1,4671324,3084397
20220704,95617880,None,2897243,10,117.55,400,1,4671325,3084228
20220704,95617900,None,2897257,2,118.36,1000,1,4671348,3101986
20220704,95618230,None,2897585,10,117.56,400,1,4671858,3084732
20220704,95618230,None,2897586,10,117.55,400,1,4671859,3084461
20220704,95618230,None,2897587,10,117.55,400,1,4671860,3084611
20220704,95618530,None,2897865,10,117.56,400,1,4672285,3084937
20220704,95618610,None,2897943,10,123.5,220,2,4672422,742627
20220704,95619000,None,2898251,10,117.57,278,1,4672891,3085790
20220704,95619210,None,2898405,10,117.57,200,1,4673111,3086095
20220704,95619210,None,2898406,10,117.57,200,1,4673112,3085853
20220704,95619380,None,2898554,10,117.57,200,1,4673322,3086194
20220704,95619600,None,2898751,2,117.92,202,1,4673613,3103523
20220704,95619700,None,2898845,2,118.76,200,2,4673855,3103636
20220704,95619970,None,2899117,10,118.37,200,1,4674301,3101916
20220704,95619990,None,2899148,2,118.35,557,2,4674367,3103949
20220704,95620330,None,2899541,2,118.33,200,1,4674927,3104363
20220704,95620400,None,2899594,2,118.49,558,2,4675033,3104429
20220704,95620840,None,2899976,2,118.39,1743,1,4675679,3104891
20220704,95620850,None,2899987,2,117.5,1300,1,4675703,3104901
20220704,95620890,None,2900027,2,118.34,200,1,4675801,3104951
20220704,95621310,None,2900409,2,118.76,200,2,4676349,3105345
20220704,95621770,None,2900824,2,118.4,400,1,4676974,3105732
20220704,95621990,None,2900992,2,127.98,549,2,4677256,3105899
20220704,95622600,None,2901509,10,118.33,200,1,4678159,3104363
20220704,95622700,None,2901623,2,118.49,200,2,4678349,3106626
20220704,95622790,None,2901724,10,118.76,200,2,4678503,3103636
20220704,95622960,None,2901955,2,118.41,200,1,4678821,3106951
20220704,95623970,None,2902859,2,121.49,200,2,4680392,3107978
20220704,95624650,None,2903387,10,117.15,1000,1,4681377,3058384
20220704,95625110,None,2903746,10,117,1889,1,4681988,3083881
20220704,95625130,None,2903760,2,118.85,400,2,4682012,3108952
20220704,95625700,None,2904327,2,118.85,200,2,4682895,3109562
20220704,95625880,None,2904533,2,118.4,400,1,4683255,3109787
20220704,95626120,None,2904786,2,118.39,200,1,4683629,3110059
20220704,95626870,None,2905672,2,118.85,200,2,4685002,3110953
20220704,95627090,None,2905881,2,117.5,500,1,4685296,3111155
20220704,95628090,None,2906815,2,117.2,1000,1,4686819,3112125
20220704,95628590,None,2907161,2,117,200,1,4687442,3112534
20220704,95629160,None,2907876,2,118.49,1865,1,4688662,3113379
20220704,95629180,None,2907915,2,127,323,2,4688715,3113419
20220704,95629530,None,2908258,10,117.58,600,1,4689310,3089822
20220704,95630790,None,2909414,2,118.52,2800,1,4691177,3115019
20220704,95630950,None,2909544,2,118.53,200,1,4691364,3115150
20220704,95631710,None,2910159,2,118.53,200,1,4692351,3115829
20220704,95631890,None,2910366,2,118.97,4112,1,4692700,3116081
20220704,95632130,None,2910612,2,118.54,600,1,4693108,3116370
20220704,95633010,None,2911459,2,119.49,116,1,4694494,3117256
20220704,95633110,None,2911514,10,118.53,200,1,4694573,3115150
20220704,95633140,None,2911565,2,119.03,200,1,4694658,3117369
20220704,95633170,None,2911583,10,118.39,200,1,4694685,3110059
20220704,95633190,None,2911602,2,119.49,759,1,4694714,3117414
20220704,95633260,None,2911661,2,119.05,200,1,4694831,3117483
20220704,95633450,None,2911813,2,119.48,500,2,4695083,3117635
20220704,95633550,None,2911886,2,118.85,200,1,4695200,3117711
20220704,95634700,None,2912726,2,119.05,200,1,4696547,3118619
20220704,95634800,None,2912824,10,118.53,200,1,4696688,3115829
20220704,95636100,None,2914155,10,119.03,200,1,4698869,3117369
20220704,95636120,None,2914168,2,119.45,300,2,4698901,3120134
20220704,95636820,None,2914672,2,125.9,200,2,4699766,3120694
20220704,95637710,None,2915335,2,119.6,200,2,4700893,3121443
20220704,95638310,None,2915962,10,117.62,1000,1,4701862,3092879
20220704,95638610,None,2916221,2,119.02,451,2,4702289,3122392
20220704,95638790,None,2916397,2,118.98,200,1,4702579,3122576
20220704,95638810,None,2916417,2,119.6,200,2,4702631,3122603
20220704,95638880,None,2916463,2,119.02,300,1,4702686,3122642
20220704,95639220,None,2916779,2,119.57,300,2,4703158,3122928
20220704,95639440,None,2916969,2,119.03,200,1,4703422,3123099
20220704,95639870,None,2917311,10,119.02,300,1,4704281,3122642
20220704,95640150,None,2917616,2,119.76,200,2,4704695,3123744
20220704,95640710,None,2918125,2,117.7,200,1,4705477,3124296
20220704,95640750,None,2918173,10,117.64,2000,1,4705554,3094448
20220704,95640750,None,2918174,2,119.08,1800,1,4705555,3124353
20220704,95640770,None,2918186,2,117.7,200,1,4705576,3124370
20220704,95640940,None,2918383,10,118.98,200,1,4705839,3122576
20220704,95640990,None,2918450,10,118.34,200,1,4705936,3104951
20220704,95641010,None,2918464,2,119.05,300,1,4705959,3124647
20220704,95641040,None,2918494,2,119.09,200,1,4706001,3124670
20220704,95641130,None,2918569,2,119.6,173,1,4706132,3124746
20220704,95641130,None,2918574,2,119.09,300,1,4706138,3124752
20220704,95641260,None,2918725,2,119.05,2000,1,4706387,3124913
20220704,95641610,None,2919138,2,128,200,2,4707155,3125441
20220704,95641680,None,2919227,2,116.01,200,1,4707273,3125534
20220704,95641910,None,2919458,2,119.07,543,1,4707645,3125744
20220704,95642190,None,2919712,2,118.99,1000,1,4708023,3125992
20220704,95644140,None,2921500,2,119.08,300,1,4710623,3127733
20220704,95644140,None,2921501,10,117.61,200,1,4710624,3091268
20220704,95644250,None,2921647,2,119.06,400,1,4710844,3127886
20220704,95644280,None,2921669,2,119.08,200,1,4710872,3127910
20220704,95644740,None,2922137,2,120,200,2,4711636,3128326
20220704,95645060,None,2922385,2,120.72,741,1,4712016,3128590
20220704,95645060,None,2922390,2,120.72,2331,1,4712024,3128594
20220704,95645300,None,2922594,2,120.99,300,2,4712351,3128802
20220704,95645450,None,2922680,2,120.72,728,2,4712553,3128899
20220704,95645480,None,2922706,2,120.72,1000,2,4712583,3128920
20220704,95645480,None,2922707,2,120.72,1000,2,4712584,3128921
20220704,95645530,None,2922742,2,120.72,800,2,4712650,3128971
20220704,95645940,None,2923081,2,119.09,800,1,4713204,3129344
20220704,95646130,None,2923252,2,120.69,300,2,4713497,3129565
20220704,95646130,None,2923253,2,120.72,200,2,4713498,3129566
20220704,95646450,None,2923519,2,120.68,200,2,4713896,3129833
20220704,95646490,None,2923556,2,120.68,200,2,4713997,3129876
20220704,95646510,None,2923570,2,120.68,318,2,4714025,3129897
20220704,95646540,None,2923594,2,120.68,200,2,4714057,3129919
20220704,95646690,None,2923719,10,120.72,728,2,4714258,3128899
20220704,95646700,None,2923741,2,120.68,200,2,4714285,3130085
20220704,95646730,None,2923749,10,120.72,1000,2,4714305,3128920
20220704,95646730,None,2923750,10,120.72,1000,2,4714306,3128921
20220704,95646790,None,2923798,10,120.72,800,2,4714402,3128971
20220704,95647160,None,2924144,10,119.08,200,1,4715020,3127910
20220704,95647300,None,2924311,2,119.12,200,1,4715255,3130646
20220704,95647440,None,2924453,10,120.99,300,2,4715471,3128802
20220704,95647800,None,2924862,2,117,1068,1,4716063,3131192
20220704,95647800,None,2924865,10,119.06,400,1,4716067,3127886
20220704,95648050,None,2925039,2,120.99,109,1,4716332,3131394
20220704,95648200,None,2925159,2,120.72,91,2,4716528,3131500
20220704,95648530,None,2925452,2,120.99,200,2,4716983,3131788
20220704,95648540,None,2925469,10,118.4,400,1,4717004,3109787
20220704,95648690,None,2925629,2,119.13,200,1,4717248,3131955
20220704,95649020,None,2925902,2,119.05,500,1,4717693,3132240
20220704,95649050,None,2925923,10,113,200,1,4717719,2861678
20220704,95649120,None,2925964,2,120.69,300,2,4717775,3132293
20220704,95649120,None,2925965,2,120.99,200,2,4717776,3132294
20220704,95649190,None,2926032,10,120.72,91,2,4717873,3131500
20220704,95649500,None,2926246,2,119.12,600,1,4718301,3132594
20220704,95649520,None,2926263,2,119.76,200,1,4718319,3132607
20220704,95649700,None,2926431,2,120.69,200,2,4718561,3132777
20220704,95649990,None,2926692,2,120,2000,2,4719006,3133094
20220704,95649990,None,2926693,2,120,2000,2,4719007,3133095
20220704,95649990,None,2926694,2,120,1000,2,4719008,3133096
20220704,95650100,None,2926779,10,121.65,440,2,4719250,1729744
20220704,95650710,None,2927404,10,118.39,643,1,4720376,3104891
20220704,95650710,None,2927405,2,119.15,2400,1,4720377,3133817
20220704,95651000,None,2927631,2,120.69,200,2,4720731,3134058
20220704,95651060,None,2927683,10,120.69,200,2,4720816,3134058
20220704,95652170,None,2928652,10,119.08,300,1,4722371,3127733
20220704,95652170,None,2928653,10,119.12,200,1,4722372,3130646
20220704,95652310,None,2928774,2,119.18,900,1,4722561,3135142
20220704,95652310,None,2928775,2,119.18,400,1,4722562,3135143
20220704,95652430,None,2928859,2,119.16,800,1,4722706,3135250
20220704,95652540,None,2928930,10,119.13,200,1,4722802,3131955
20220704,95652540,None,2928931,2,119.16,200,1,4722803,3135317
20220704,95652710,None,2929115,2,120,200,2,4723091,3135512
20220704,95652770,None,2929170,10,120.69,200,2,4723174,3132777
20220704,95652780,None,2929200,10,119.16,200,1,4723214,3135317
20220704,95652780,None,2929201,2,119.19,200,1,4723215,3135602
20220704,95652860,None,2929266,2,120.72,12,1,4723309,3135671
20220704,95653280,None,2929669,2,119.16,400,1,4724062,3136113
20220704,95653470,None,2929831,2,119.2,600,1,4724328,3136282
20220704,95653500,None,2929857,10,118.49,1495,1,4724364,3113379
20220704,95653650,None,2930026,2,119.17,600,1,4724656,3136499
20220704,95654120,None,2930430,2,120.96,300,2,4725272,3136895
20220704,95654180,None,2930471,10,119.16,400,1,4725332,3136113
20220704,95654430,None,2930681,2,121.11,1220,1,4725645,3137181
20220704,95654450,None,2930702,10,119.12,600,1,4725687,3132594
20220704,95654710,None,2930876,2,121.11,480,2,4726055,3137370
20220704,95654710,None,2930881,2,121.11,451,2,4726062,3137374
20220704,95654710,None,2930882,2,121.48,300,2,4726063,3137375
20220704,95654730,None,2930889,2,121.11,500,2,4726073,3137381
20220704,95654730,None,2930890,2,121.11,500,2,4726074,3137382
20220704,95654780,None,2930940,10,118.54,600,1,4726150,3116370
20220704,95654790,None,2930945,2,121.11,500,2,4726171,3137448
20220704,95655130,None,2931221,2,121.08,300,2,4726603,3137733
20220704,95655130,None,2931222,2,121.11,200,2,4726604,3137734
20220704,95655160,None,2931243,2,119.21,600,1,4726637,3137758
20220704,95655430,None,2931479,2,120,2399,2,4727008,3137980
20220704,95655720,None,2931724,2,120,200,2,4727770,3138258
20220704,95655770,None,2931760,2,120.97,200,2,4727826,3138290
20220704,95655780,None,2931778,10,121.11,500,2,4727850,3137448
20220704,95655940,None,2931995,10,121.11,480,2,4728189,3137370
20220704,95655970,None,2932048,10,121.11,500,2,4728275,3137382
20220704,95655970,None,2932049,10,121.11,500,2,4728276,3137381
20220704,95656210,None,2932347,10,119.18,400,1,4728714,3135143
20220704,95656240,None,2932379,2,119.21,400,1,4728762,3138917
20220704,95656650,None,2932799,10,119.19,200,1,4730740,3135602
20220704,95656650,None,2932800,2,119.22,200,1,4730741,3139384
20220704,95656970,None,2933105,10,121.11,451,2,4731176,3137374
20220704,95656970,None,2933106,10,121.48,300,2,4731177,3137375
20220704,95657160,None,2933314,2,119.23,800,1,4731471,3139890
20220704,95657430,None,2933583,10,119.16,800,1,4731889,3135250
20220704,95657830,None,2933924,2,121.06,300,2,4732490,3140520
20220704,95657890,None,2933974,10,119.21,400,1,4732591,3138917
20220704,95658140,None,2934150,10,119.18,900,1,4732935,3135142
20220704,95658250,None,2934247,2,120.04,101,1,4733071,3140845
20220704,95658720,None,2934615,2,120.97,200,2,4733679,3141248
20220704,95658740,None,2934636,2,120.96,235,2,4733707,3141270
20220704,95659130,None,2935060,10,121.11,200,2,4734356,3137734
20220704,95659160,None,2935092,10,119.17,600,1,4734397,3136499
20220704,95659250,None,2935208,2,120.93,400,2,4734570,3141795
20220704,95659700,None,2935668,2,119.3,400,1,4735171,3142230
20220704,95700080,None,2935991,2,121.06,1069,1,4735687,3142558
20220704,95700160,None,2936052,10,116.01,448,1,4735805,2768528
20220704,95700190,None,2936079,2,121.06,131,2,4735846,3142671
20220704,95700220,None,2936131,2,121.06,400,2,4735912,3142705
20220704,95700220,None,2936132,2,121.06,500,2,4735913,3142706
20220704,95700290,None,2936208,2,121.06,500,2,4736022,3142789
20220704,95700290,None,2936209,2,121.07,300,2,4736023,3142790
20220704,95700300,None,2936218,10,121.08,300,2,4736032,3137733
20220704,95700340,None,2936280,10,119.03,200,1,4736125,3123099
20220704,95700360,None,2936285,2,121.06,500,2,4736133,3142863
20220704,95700410,None,2936345,2,120.9,300,2,4736224,3142936
20220704,95700570,None,2936530,2,121.06,200,2,4736484,3143110
20220704,95700780,None,2936735,10,118.52,2800,1,4736820,3115019
20220704,95700950,None,2936938,2,121.04,300,2,4737084,3143515
20220704,95701120,None,2937065,2,121.06,200,2,4737255,3143646
20220704,95701180,None,2937122,10,121.06,131,2,4737359,3142671
20220704,95701190,None,2937135,2,120,99,2,4737375,3143713
20220704,95701270,None,2937197,2,120,2701,1,4737478,3143784
20220704,95701580,None,2937443,10,121.06,400,2,4737866,3142705
20220704,95701580,None,2937444,10,121.06,500,2,4737867,3142706
20220704,95701610,None,2937476,10,121.06,500,2,4737923,3142863
20220704,95701720,None,2937637,2,119.25,1000,1,4738157,3144279
20220704,95702100,None,2938094,2,120.87,200,2,4738866,3144740
20220704,95702250,None,2938260,2,120.9,200,2,4739154,3144912
20220704,95702320,None,2938361,10,117.52,200,1,4739331,3083171
20220704,95702460,None,2938497,10,121.06,500,2,4739585,3142789
20220704,95702460,None,2938498,10,121.07,300,2,4739586,3142790
20220704,95702690,None,2938717,2,120.86,200,2,4740033,3145455
20220704,95702860,None,2938895,2,120.9,200,2,4740307,3145648
20220704,95702860,None,2938896,2,120.9,200,2,4740308,3145649
20220704,95702920,None,2938955,2,120.9,306,2,4740398,3145711
20220704,95703640,None,2939673,2,120.03,300,1,4741506,3146489
20220704,95703760,None,2939776,2,120.01,200,1,4741647,3146585
20220704,95704100,None,2940061,2,120.06,200,1,4742129,3146894
20220704,95704150,None,2940088,10,121.06,200,2,4742196,3143646
20220704,95704200,None,2940147,2,120.72,400,2,4742273,3146983
20220704,95704260,None,2940199,2,121.04,200,2,4742364,3147037
20220704,95704430,None,2940351,2,119.31,800,1,4742587,3147183
20220704,95704720,None,2940622,2,120.72,200,2,4743041,3147470
20220704,95704960,None,2940867,2,119.3,400,1,4743475,3147770
20220704,95705020,None,2940942,2,120.71,800,2,4743602,3147855
20220704,95705110,None,2941041,2,120.72,200,2,4743760,3147968
20220704,95705780,None,2941825,2,121,1816,1,4745123,3148882
20220704,95706040,None,2942080,2,121,136,2,4745471,3149130
20220704,95706040,None,2942084,2,121,900,2,4745476,3149135
20220704,95706070,None,2942104,2,121,1000,2,4745505,3149156
20220704,95706070,None,2942105,2,121,800,2,4745506,3149157
20220704,95706080,None,2942115,2,121,800,2,4745517,3149166
20220704,95706100,None,2942133,2,121,1000,2,4745543,3149186
20220704,95706110,None,2942138,10,121,136,2,4745549,3149130
20220704,95706160,None,2942170,10,119.3,400,1,4745604,3142230
20220704,95706210,None,2942228,10,119.3,400,1,4745702,3147770
20220704,95706280,None,2942324,2,120.99,300,2,4745845,3149396
20220704,95706580,None,2942601,2,120.9,200,1,4746243,3149677
20220704,95706970,None,2942931,2,120.8,800,2,4746774,3150012
20220704,95707030,None,2942964,2,120.9,200,2,4746825,3150049
20220704,95707110,None,2943018,10,120.9,200,2,4746905,3150049
20220704,95707280,None,2943163,10,121,426,2,4747118,3149157
20220704,95707320,None,2943199,10,121,800,2,4747172,3149166
20220704,95707360,None,2943212,10,121,1000,2,4747195,3149186
20220704,95708110,None,2943920,2,120.09,300,1,4748461,3151157
20220704,95708110,None,2943921,2,120.09,200,1,4748462,3151158
20220704,95708330,None,2944161,2,120.1,246,1,4748888,3151439
20220704,95709010,None,2944991,10,119.09,800,1,4750189,3129344
20220704,95709010,None,2944997,2,120.11,300,1,4750196,3152286
20220704,95709460,None,2945420,2,120.09,200,1,4750852,3152735
20220704,95709490,None,2945443,2,120.71,489,2,4750883,3152757
20220704,95709720,None,2945606,2,120.12,200,1,4751215,3152936
20220704,95709750,None,2945636,10,119.2,600,1,4751255,3136282
20220704,95710190,None,2945952,2,121,200,2,4751727,3153293
20220704,95710580,None,2946314,2,120.07,200,1,4752285,3153673
20220704,95710610,None,2946335,2,119.35,800,1,4752338,3153699
20220704,95710710,None,2946467,2,120.71,200,2,4752567,3153853
20220704,95710940,None,2946673,2,120.7,300,2,4752926,3154094
20220704,95711120,None,2946908,10,120.09,200,1,4753359,3151158
20220704,95711140,None,2946971,10,119.21,600,1,4753448,3137758
20220704,95711270,None,2947184,2,120.15,200,1,4753754,3154642
20220704,95711330,None,2947277,10,115.1,5000,1,4753912,2166956
20220704,95711840,None,2947787,2,121.38,600,2,4754783,3155313
20220704,95712090,None,2947997,10,119.25,1000,1,4755139,3144279
20220704,95712130,None,2948027,10,120.06,200,1,4755188,3146894
20220704,95712340,None,2948213,2,120.18,400,1,4755538,3155833
20220704,95712480,None,2948390,2,126,262,2,4755782,3156012
20220704,95712530,None,2948425,10,120.1,246,1,4755852,3151439
20220704,95712640,None,2948565,10,119.31,800,1,4756098,3147183
20220704,95712700,None,2948605,10,120.12,200,1,4756183,3152936
20220704,95713310,None,2949232,10,122,200,2,4757390,2671603
20220704,95713450,None,2949395,2,120.19,600,1,4757614,3157146
20220704,95713950,None,2949935,2,120.16,300,1,4758522,3157758
20220704,95714120,None,2950154,10,120.09,300,1,4758857,3151157
20220704,95714120,None,2950155,10,120.15,200,1,4758858,3154642
20220704,95714240,None,2950307,2,120.22,200,1,4759104,3158122
20220704,95714420,None,2950521,2,120.22,200,1,4759420,3158354
20220704,95714530,None,2950656,2,120.23,200,1,4759642,3158503
20220704,95714720,None,2950848,2,120.16,200,1,4759971,3158688
20220704,95714820,None,2950941,2,120.2,200,1,4760132,3158792
20220704,95715580,None,2951717,2,120.93,311,1,4761337,3159571
20220704,95716140,None,2952158,10,121.04,87,2,4762058,3147037
20220704,95716470,None,2952497,10,120.09,200,1,4762522,3152735
20220704,95716790,None,2952787,10,115.01,200,1,4763025,2166986
20220704,95716830,None,2952825,10,120.03,300,1,4763094,3146489
20220704,95716980,None,2952929,2,120.24,200,1,4763250,3160804
20220704,95717060,None,2953011,10,119.23,800,1,4763400,3139890
20220704,95717260,None,2953330,10,120.23,200,1,4763853,3158503
20220704,95717370,None,2953457,2,120.76,200,1,4764085,3161362
20220704,95717440,None,2953532,2,120.13,1000,1,4764203,3161436
20220704,95717650,None,2953795,2,121.04,539,1,4764665,3161746
20220704,95717750,None,2953899,2,120.71,1170,1,4764830,3161854
20220704,95717980,None,2954143,2,121.04,61,2,4765384,3162119
20220704,95720020,None,2956012,10,121.38,600,2,4768458,3155313
20220704,95720060,None,2956052,2,121,200,1,4768510,3164086
20220704,95720270,None,2956379,10,120.2,200,1,4768992,3158792
20220704,95720390,None,2956496,10,120.24,200,1,4769189,3160804
20220704,95720430,None,2956533,10,120.22,200,1,4769288,3158354
20220704,95720470,None,2956608,2,116,200,1,4769389,3164631
20220704,95720680,None,2956831,2,121.03,800,2,4769727,3164851
20220704,95720740,None,2956893,2,121,1,2,4769855,3164915
20220704,95720790,None,2956939,10,119.15,2400,1,4769929,3133817
20220704,95720790,None,2956940,10,119.05,316,1,4769931,3124913
20220704,95720810,None,2956948,2,117.3,800,1,4769942,3164971
20220704,95720890,None,2957033,10,120.07,200,1,4770095,3153673
20220704,95721090,None,2957202,10,121.04,61,2,4770386,3162119
20220704,95721290,None,2957418,2,121,6599,1,4770770,3165486
20220704,95721350,None,2957484,2,120.76,2400,1,4770865,3165547
20220704,95721550,None,2957760,2,120.76,316,1,4771301,3165805
20220704,95721730,None,2957942,2,115.01,200,1,4771607,3166008
20220704,95721840,None,2958027,2,121,1121,2,4771776,3166098
20220704,95722410,None,2958478,10,120.11,300,1,4772451,3152286
20220704,95722780,None,2958859,2,120.25,200,1,4773002,3166939
20220704,95722960,None,2959066,2,121.64,200,2,4773330,3167123
20220704,95723190,None,2959358,10,120.18,400,1,4773778,3155833
20220704,95723370,None,2959582,2,121.06,200,2,4774133,3167639
20220704,95723440,None,2959662,2,120.78,400,1,4774238,3167709
20220704,95723560,None,2959815,2,121.05,600,2,4774474,3167859
20220704,95723570,None,2959835,2,120.3,200,1,4774495,3167873
20220704,95724060,None,2960257,2,115,200,1,4775175,3168328
20220704,95725080,None,2961056,2,122,200,2,4776539,3169245
20220704,95726100,None,2961914,2,121.11,502,2,4778117,3170282
20220704,95726210,None,2962042,2,125,318,2,4778344,3170426
